gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,avg_monthly_value,tenure_ratio,service_density,tenure_MonthlyCharges,Churn
0,0,0,0,2,1,0,0,0,0,0,0,0,0,62.25486680078677,97.5447217826915,0,0,0,0,0,0,0,32.51490726089717,0.020327267644858062,1,124.50973360157354,1
0,0,0,0,13,1,0,0,0,0,0,0,0,1,79.81509368915111,973.9567167072162,1,0,0,0,0,1,0,69.56833690765829,0.013334163852364519,0,1037.5962179589644,1
1,0,0,0,17,1,0,0,1,0,0,1,0,1,85.62903510618897,1497.1329391532802,0,0,0,0,0,0,0,79.93186117328446,0.011945057451311336,1,1517.9600243166292,1
0,0,1,0,59,0,0,0,1,0,0,0,1,1,41.05,2452.7,0,0,0,0,0,0,0,40.87833333333333,0.02404531931368953,1,2421.95,1
0,0,0,0,5,1,1,0,0,0,0,0,0,0,78.38953172736113,412.27460181955945,1,0,0,0,0,1,0,68.71243363659325,0.012098510258947148,0,391.9476586368056,1
0,1,0,0,37,1,1,0,0,0,0,1,1,1,100.90624321387031,3742.824957094148,1,0,0,0,0,1,0,98.18041547069629,0.009916414244552654,0,3745.975184757853,1
0,0,1,1,31,0,0,1,0,0,1,0,0,0,35.4,1077.5,0,0,0,0,0,0,0,33.671875,0.028743625405656004,2,1097.3999999999999,1
1,1,0,0,37,1,0,0,1,0,0,0,0,1,85.59394659353839,3226.9249947192907,1,0,0,0,0,0,0,84.42102622573411,0.011599942011970149,1,3183.506913665392,1
0,0,0,0,67,1,0,0,1,0,0,0,1,0,96.72713911214493,6589.622064346385,1,0,0,0,0,0,0,95.67609154244694,0.01030001487658308,1,6565.496075450655,1
0,0,0,0,10,1,0,0,0,1,0,0,0,1,92.23087208108271,1034.3382297039907,1,0,0,0,0,0,0,87.8886669270836,0.01048631762399364,0,993.7853085122242,1
1,1,0,0,64,0,0,0,1,0,1,1,0,1,43.85,2751.0,0,0,0,0,0,1,0,42.323076923076925,0.023255813953488372,2,2806.4,0
1,0,0,0,22,0,0,0,0,1,0,0,0,1,42.90335595691138,933.9226378301992,0,0,0,0,0,0,0,39.51884242362185,0.02456490614796883,0,971.7233382714978,1
1,0,1,1,61,0,0,1,1,0,1,0,1,1,50.7,3088.75,0,0,1,0,0,0,0,49.818548387096776,0.01974269762925803,3,3092.7000000000003,0
0,1,1,0,61,1,1,0,1,1,1,1,0,1,98.3,6066.55,1,0,1,0,0,0,1,97.84758064516129,0.01005348122388773,2,5996.3,0
1,0,0,0,7,1,1,0,0,0,0,0,0,1,75.35,564.65,1,0,0,0,0,1,0,70.58125,0.012375143640060109,0,527.4499999999999,0
0,0,1,1,13,1,0,0,0,1,0,1,1,0,97.0,1334.45,1,0,0,0,0,1,0,95.31785714285715,0.00973454640757797,0,1261.0,0
0,0,0,0,24,1,0,0,0,0,0,0,0,1,83.9261141746275,1937.197836449259,1,0,0,0,0,0,0,75.73966649352494,0.012764854286735081,1,2060.658084215916,1
0,0,0,0,3,0,0,0,0,0,0,0,0,0,24.75093819945905,66.96842282574133,0,0,0,0,0,1,0,16.742105706435332,0.04413978187000732,0,74.25281459837714,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,81.76734827161282,81.76734827161282,1,0,0,0,0,1,0,40.88367413580641,0.012082080845658424,0,81.76734827161282,1
0,0,0,0,7,1,1,0,0,0,0,0,0,1,73.93462837906716,513.8119318390333,1,0,0,0,0,0,0,64.22649147987916,0.013599009840775708,0,517.5423986534701,1
0,0,1,0,33,1,0,1,1,0,1,0,0,1,61.05,2018.4,0,0,0,1,0,0,1,59.36470588235294,0.016341487570565513,3,2014.6499999999999,0
0,0,0,0,24,1,1,0,1,1,0,0,0,1,84.85,2048.8,1,0,0,0,0,0,0,81.95200000000001,0.011708459361888964,1,2036.3999999999999,0
1,1,1,0,65,1,0,0,1,1,1,1,1,1,105.85,6725.5,1,0,0,1,1,0,0,101.90151515151516,0.009663272132609826,2,6880.25,0
1,1,1,0,72,1,1,1,1,1,1,0,0,1,96.6,6827.5,1,0,0,1,0,0,0,93.52739726027397,0.010544043347733763,3,6955.2,0
1,0,1,1,55,1,1,1,1,0,0,0,0,1,85.1,4600.95,1,0,0,0,0,1,0,82.15982142857142,0.011951455361314227,2,4680.5,0
0,0,0,0,10,1,0,0,0,0,0,1,0,1,84.86669719883254,832.3031327834124,1,0,0,0,0,0,0,75.6639211621284,0.012000442749743453,0,848.6669719883254,1
1,0,1,1,69,1,1,1,1,1,1,1,1,0,113.25,7895.15,1,0,0,1,1,0,0,112.78785714285713,0.008738435819988222,3,7814.25,0
1,1,0,0,40,1,0,1,1,0,0,0,0,1,79.2,3233.85,1,0,0,0,1,0,0,78.87439024390244,0.012365333786728905,2,3168.0,1
1,1,0,0,38,1,1,0,0,0,1,1,1,1,99.55,3734.25,1,0,0,0,0,1,0,95.75,0.01017334850411619,1,3782.9,1
1,1,1,0,43,0,0,0,1,1,0,1,1,0,55.55,2342.2,0,0,0,0,1,0,0,53.23181818181818,0.018350973028337318,1,2388.65,1
0,0,1,0,22,1,0,0,0,0,1,1,1,1,102.22819370222857,2328.324638716155,1,0,0,0,0,1,0,98.85257100892595,0.009693388181012931,2,2304.6484305366635,1
0,0,0,0,7,1,0,0,0,0,0,0,0,0,77.6959754400523,638.1821948949434,0,0,0,0,0,0,0,72.85027036591228,0.012221048319327778,1,598.1618827956505,1
1,0,1,1,27,1,0,1,0,0,0,0,0,0,74.4,1972.35,1,0,0,0,0,0,1,70.44107142857142,0.013682316872323715,1,2008.8000000000002,0
0,0,0,1,7,1,0,0,0,0,0,0,0,0,19.45,136.75,0,1,1,0,0,0,1,17.09375,0.050816696914700546,0,136.15,0
0,0,0,0,22,1,0,0,0,0,0,0,0,1,69.7,1490.4,1,0,0,0,0,0,1,64.8,0.014751240445219256,0,1533.4,0
0,0,0,0,67,1,1,0,1,1,1,1,1,0,115.88507330274138,7768.499466801433,1,0,0,0,0,0,0,113.87249322704963,0.008652156171800849,2,7789.052243424324,1
0,0,0,0,5,1,0,0,0,0,0,0,0,0,50.37755906186129,238.65000034255368,0,0,0,0,0,0,0,39.77500005709228,0.02086928012753604,0,251.88779530930645,1
1,1,1,0,28,1,1,0,0,0,0,0,0,0,25.7,734.6,0,1,0,0,0,0,1,25.33103448275862,0.03806416530723219,0,719.6,0
1,0,0,0,29,0,0,0,0,0,0,0,0,1,25.1,712.85,0,0,0,0,1,0,0,23.761666666666667,0.04062478111648105,0,727.9000000000001,1
0,1,1,0,43,1,0,0,1,1,0,1,1,1,100.55,4304.0,1,0,1,0,0,0,0,97.81818181818181,0.009988385598141697,1,4323.65,0
1,0,1,0,71,1,1,0,0,0,0,0,0,0,23.85,1672.1,0,1,0,1,0,0,1,23.22361111111111,0.04243619628235013,0,1693.3500000000001,0
0,0,1,1,5,1,0,0,0,0,0,0,0,0,20.1,85.1,0,1,1,0,0,0,1,14.183333333333332,0.05807200929152149,0,100.5,0
1,0,0,0,4,0,0,0,0,0,0,0,0,0,23.018539827233067,99.40852774390981,0,0,0,0,0,0,0,18.873680763422364,0.04251300406023842,0,97.6297239519831,1
1,0,0,0,1,1,0,0,0,0,0,1,1,0,90.6,90.6,1,0,0,0,0,1,0,45.3,0.01091703056768559,0,90.6,1
1,0,0,1,13,1,0,0,0,1,1,0,0,0,53.45,718.1,0,0,0,0,0,0,1,51.292857142857144,0.018078153247114447,1,694.85,0
0,0,0,0,16,1,0,0,0,0,0,0,0,1,20.6,330.25,0,1,0,0,1,0,0,19.426470588235293,0.04830188679245283,0,329.6,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,43.66706654577693,43.66706654577693,0,0,0,0,0,0,0,21.833533272888467,0.022389026911880047,0,43.66706654577693,1
0,0,0,0,64,1,1,1,0,1,1,0,1,0,99.25,6549.45,1,0,0,1,1,0,0,100.76076923076923,0.009770321122976284,2,6352.0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.855181440520525,29.855181440520525,0,0,0,0,0,0,0,14.927590720260262,0.03240996938371701,1,29.855181440520525,1
0,0,0,0,3,1,0,0,0,1,0,0,0,0,90.4982622701168,258.9810538998331,1,0,0,0,0,0,0,64.74526347495828,0.011540309847292774,0,271.4947868103504,1
0,1,1,0,3,0,0,0,0,0,0,1,0,1,36.45,93.7,0,0,0,0,0,0,1,23.425,0.03167898627243928,0,109.35000000000001,1
0,0,0,0,50,1,1,1,0,0,0,1,1,0,108.43862828302971,5610.780530318424,1,0,0,0,0,1,0,109.90296190615567,0.008919993124647077,2,5427.574247811313,1
0,0,0,0,45,1,1,0,1,0,0,1,1,1,100.85,4740.0,1,0,0,0,1,0,0,103.04347826086956,0.00949166842438304,1,4538.25,1
0,0,0,0,4,1,1,0,0,0,1,0,1,0,65.55,237.2,0,0,0,0,0,0,1,47.44,0.016792611251049538,1,262.2,0
0,0,0,0,5,1,1,0,0,0,0,0,0,0,76.26162074658613,413.30530870087233,1,0,0,0,0,1,0,68.88421811681205,0.012068423991264494,0,381.3081037329307,1
1,0,1,0,63,1,1,0,1,0,0,0,0,1,81.55,5029.05,1,0,0,0,0,0,0,78.57890625,0.012524726394369837,1,5137.65,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,23.58769436831529,23.58769436831529,0,0,0,0,0,1,0,11.793847184157645,0.04067675900574575,0,23.58769436831529,1
1,0,0,0,70,1,1,0,0,0,0,0,0,0,26.05,1856.4,0,1,1,0,1,0,0,26.146478873239438,0.03768708947991816,0,1823.5,0
0,0,0,0,5,1,0,0,0,1,1,0,0,0,56.15,291.45,0,0,0,0,0,1,0,48.574999999999996,0.017096939647803042,1,280.75,0
0,0,0,1,5,1,0,0,0,0,0,0,0,0,20.45,106.9,0,1,0,1,0,0,1,17.816666666666666,0.04633920296570899,0,102.25,0
1,1,0,0,2,1,1,0,0,0,0,0,0,1,75.45,158.4,1,0,0,0,0,0,1,52.800000000000004,0.012547051442910916,0,150.9,1
1,0,0,1,31,1,0,0,0,0,0,0,0,0,20.1,589.25,0,1,1,0,1,0,0,18.4140625,0.05252011859381618,0,623.1,0
0,0,0,1,4,1,1,0,0,0,1,0,0,0,80.8,332.45,1,0,0,0,1,0,0,66.49,0.01199580146948568,1,323.2,1
1,0,1,1,47,1,0,0,0,0,0,0,0,0,19.75,948.9,0,1,0,1,0,0,1,19.76875,0.04947889251500158,0,928.25,0
1,0,1,1,67,0,0,0,1,1,1,1,1,1,59.55,4103.9,0,0,0,1,0,1,0,60.35147058823529,0.01632195668591196,2,3989.85,0
1,0,1,0,72,1,1,1,1,1,1,1,1,1,90.95,6468.6,0,0,0,1,0,0,0,88.6109589041096,0.011128972424879436,3,6548.400000000001,0
0,0,0,0,2,1,0,0,0,0,0,0,0,0,19.95,47.7,0,1,1,0,0,0,1,15.9,0.04106776180698152,0,39.9,0
1,0,1,1,32,1,1,1,0,0,0,1,0,0,89.6,2901.8,1,0,0,0,0,1,0,87.93333333333334,0.01102383905194984,1,2867.2,0
1,1,1,0,5,1,1,0,0,0,0,0,0,1,74.35,334.8,1,0,0,0,0,1,0,55.800000000000004,0.014889815366289458,0,371.75,1
0,0,1,1,39,1,0,0,0,0,0,0,0,1,84.88977604248835,3302.033653535039,1,0,0,0,0,0,0,80.59203551715696,0.012101723926942838,1,3393.2236813776412,1
0,0,1,1,72,0,0,1,1,1,1,1,1,1,65.1,4754.3,0,0,0,1,1,0,0,65.12739726027398,0.01514100056778752,3,4687.2,0
1,1,0,0,52,1,1,1,1,1,0,1,1,0,108.1,5839.3,1,0,0,0,1,0,0,110.17547169811321,0.008903652209646765,2,5621.2,0
0,0,1,0,58,1,0,0,0,0,0,1,1,1,96.03317266394298,5630.579733320762,1,0,0,0,0,0,0,94.01448610089547,0.0104708673379414,0,5656.787909516028,1
1,0,1,1,8,1,0,0,0,0,0,0,0,0,19.05,201.7,0,1,0,1,0,0,1,22.41111111111111,0.03946719289590528,0,152.4,0
0,0,0,0,60,1,1,0,1,0,0,1,0,1,98.9252838233126,5988.51506996758,1,0,0,0,0,0,0,97.44887113678473,0.010130883966925025,1,5981.576660506619,1
0,0,0,0,2,1,0,0,0,0,0,0,0,1,69.74046761006004,133.7921310534157,1,0,0,0,0,0,0,44.59737701780522,0.01483926445212084,0,139.48093522012007,1
1,0,0,0,4,1,0,0,0,1,0,0,1,1,82.85,319.6,1,0,0,0,1,0,0,63.92,0.012476606363069244,0,331.4,0
0,0,0,0,10,1,1,0,0,0,0,0,0,0,87.40555107229034,907.2195313776923,1,0,0,0,0,0,0,81.57286021336586,0.011274790991080533,0,885.1896381540544,1
1,0,0,0,22,1,0,0,1,0,0,0,1,1,84.3,1855.65,1,0,0,0,0,0,1,80.6804347826087,0.011849298467670267,1,1854.6,1
0,0,1,1,66,1,0,1,1,1,1,1,0,1,75.1,5013.0,0,0,1,0,0,1,0,74.82089552238806,0.01316314319904268,3,4956.599999999999,0
1,0,0,0,9,1,0,0,0,0,1,1,0,1,59.5,530.05,0,0,0,0,0,0,0,53.004999999999995,0.01694755672723849,1,535.5,0
1,0,0,0,36,1,1,0,0,1,0,0,0,0,55.8,1941.5,0,0,1,0,0,1,0,52.472972972972975,0.018532818532818532,0,2008.8,0
0,0,0,0,24,1,1,0,0,0,0,0,0,1,77.96328642258099,1850.0448593433066,1,0,0,0,0,0,0,71.65601934710193,0.013436313540533665,0,1935.7940373976248,1
0,1,1,0,69,1,1,0,1,0,0,1,0,1,89.95,6143.15,1,0,0,0,0,1,0,87.75928571428571,0.011230194575327751,1,6206.55,1
1,0,0,0,15,1,0,0,1,0,0,1,1,1,99.54090973191262,1432.7265419672115,1,0,0,0,0,0,0,89.54540887295072,0.010463025976067582,1,1493.1136459786894,1
0,0,0,0,1,1,0,0,0,0,1,0,0,0,50.89054696103784,50.89054696103784,0,0,0,0,0,0,0,25.44527348051892,0.01927156455227583,1,50.89054696103784,1
1,0,1,1,45,0,0,0,1,1,1,0,1,0,51.0,2264.5,0,0,1,0,0,0,0,49.22826086956522,0.019863164864268375,2,2295.0,0
1,0,0,0,4,1,0,0,1,0,0,0,0,0,50.7,151.3,0,0,0,0,1,0,0,30.26,0.026263952724885093,1,202.8,1
1,0,0,0,14,1,0,0,0,0,1,0,1,0,59.1,772.85,0,0,1,0,1,0,0,51.52333333333333,0.018091361374943465,1,827.4,0
0,0,0,0,11,1,0,0,0,0,0,0,0,0,19.5,226.8,0,1,1,0,0,0,1,18.900000000000002,0.04828797190517998,0,214.5,0
1,0,1,1,71,1,0,0,0,0,0,0,0,0,19.7,1415.85,0,1,0,1,1,0,0,19.664583333333333,0.050111162084906666,0,1398.7,0
1,0,0,0,29,1,1,0,0,1,0,1,1,0,100.55,2878.75,1,0,0,0,0,0,0,95.95833333333333,0.01007031860404549,0,2915.95,0
0,0,1,0,70,1,0,1,1,1,1,0,0,0,64.95,4523.25,0,0,0,1,1,0,0,63.70774647887324,0.015472177709012543,3,4546.5,0
1,0,1,1,1,1,0,0,0,0,0,0,0,1,19.9,19.9,0,1,0,0,0,1,0,9.95,0.04784688995215311,0,19.9,1
0,0,1,0,70,1,1,1,0,1,1,0,1,1,74.8,5315.8,0,0,0,1,1,0,0,74.87042253521128,0.013165814023472765,2,5236.0,0
0,0,0,0,3,1,0,0,0,0,0,0,0,1,89.85309048564818,252.93602276956176,1,0,0,0,0,0,0,63.23400569239044,0.011830754853913125,1,269.55927145694454,1
1,0,0,0,66,0,0,1,0,1,1,1,1,1,61.35,4193.4,0,0,0,1,0,0,0,62.58805970149253,0.01573526606904444,2,4049.1,0
1,0,0,0,27,1,0,0,0,0,0,0,0,1,19.6,561.15,0,1,0,1,0,0,1,20.041071428571428,0.04802988526194076,0,529.2,0
0,0,0,0,2,1,0,0,0,0,0,0,0,1,70.3,144.0,1,0,0,0,0,1,0,48.0,0.013793103448275862,0,140.6,0
0,0,1,1,67,1,1,1,0,0,1,1,1,0,104.6,6885.75,1,0,0,1,0,0,0,101.26102941176471,0.009728827095509493,2,7008.2,0
1,0,1,1,14,1,1,0,0,0,1,1,0,1,91.65,1301.0,1,0,0,0,0,1,0,86.73333333333333,0.010752688172043012,1,1283.1000000000001,1
1,0,1,1,63,1,0,1,0,0,0,0,0,1,50.65,3221.25,0,0,0,1,0,0,0,50.33203125,0.019551555590038017,1,3190.95,0
0,0,0,0,51,1,1,0,0,0,0,0,1,0,83.4,4149.45,1,0,0,0,0,0,0,79.79711538461538,0.012287824211832452,0,4253.400000000001,0
1,1,1,0,15,1,1,0,0,1,1,0,0,1,83.05,1258.3,1,0,0,0,0,1,0,78.64375,0.01191137933772731,1,1245.75,1
0,0,0,0,17,1,0,0,0,1,0,0,0,1,61.367182770321904,1044.5336641444594,0,0,0,0,1,0,0,57.97339613405286,0.01637940286503744,0,1043.8763795111197,1
0,0,1,0,43,1,0,1,1,1,0,0,0,1,86.1,3551.65,1,0,0,0,1,0,0,80.71931818181818,0.012103640944083994,2,3702.2999999999997,0
0,0,1,0,10,1,0,0,0,0,0,1,0,1,79.95,857.2,1,0,0,0,0,1,0,77.92727272727274,0.011652295502213935,0,799.5,1
0,0,0,0,7,1,1,0,0,0,0,0,1,1,85.2,602.55,1,0,0,0,0,0,1,75.31875,0.011598044901002403,0,596.4,1
0,1,0,0,1,1,1,0,0,0,0,0,0,1,75.75,75.75,1,0,0,0,0,1,0,37.875,0.013029315960912053,0,75.75,1
0,0,1,0,64,1,0,1,0,0,0,0,0,1,73.55,4764.0,1,0,0,0,0,0,1,73.29230769230769,0.013431269674711437,1,4707.2,0
0,0,0,0,5,1,0,0,0,0,0,0,0,0,19.573981993164065,124.44259981376379,0,1,0,0,0,0,1,20.740433302293965,0.03990537772990906,0,97.86990996582031,1
1,0,1,1,4,1,0,0,0,0,0,0,0,0,20.85,62.9,0,1,0,0,0,0,1,12.58,0.06259780907668232,0,83.4,0
0,0,1,1,38,1,0,1,1,1,1,1,0,0,74.05,2802.3,0,0,1,0,0,1,0,71.85384615384616,0.013555452502407875,3,2813.9,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.85,19.85,0,1,1,0,1,0,0,9.925,0.047961630695443645,0,19.85,0
1,0,1,1,68,1,1,0,1,1,0,0,0,1,84.4,5746.75,1,0,0,1,1,0,0,83.28623188405797,0.01183071636727415,1,5739.200000000001,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,69.71205402872194,144.77767582766842,1,0,0,0,0,0,0,48.25922527588948,0.013719576462052553,0,139.42410805744387,1
0,1,0,0,9,1,1,0,0,0,0,0,0,1,74.05,678.45,1,0,0,0,0,1,0,67.845,0.013246007800426816,0,666.4499999999999,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,45.05,45.05,0,0,0,0,0,0,1,22.525,0.02171552660152009,0,45.05,1
1,0,0,0,61,1,1,0,0,1,0,1,1,1,102.02184958922582,6414.482814435884,1,0,1,0,0,1,0,103.51850513664729,0.009515865641170494,0,6218.802016135138,1
0,0,1,0,31,1,1,0,0,0,0,1,0,1,59.05,1882.8,0,0,0,0,1,0,0,58.8375,0.01645609937360654,0,1830.55,0
0,0,0,0,62,1,1,1,1,1,0,0,0,0,90.7,5586.45,1,0,0,0,0,0,0,88.67380952380952,0.01109629616372406,2,5623.400000000001,0
1,1,1,0,24,1,1,0,0,0,0,1,1,1,93.55,2264.05,1,0,0,0,0,1,0,90.56200000000001,0.010595792587360101,0,2245.2,1
0,0,0,0,33,0,0,0,1,0,0,1,0,1,39.1,1309.0,0,0,1,0,0,1,0,38.5,0.025190839694656488,1,1290.3,0
0,0,1,1,48,1,1,0,0,0,0,0,0,0,26.3,1245.05,0,1,0,1,0,0,0,25.409183673469386,0.03852172866257374,0,1262.4,0
1,0,1,0,43,1,1,1,1,0,0,0,1,1,94.1,4107.3,1,0,0,0,0,1,0,93.34772727272728,0.01046661636199888,2,4046.2999999999997,0
0,0,1,1,6,0,0,0,0,0,0,0,0,1,39.15683396136602,270.7432092487918,0,0,0,0,0,0,0,35.99018244521541,0.02402814686013438,1,253.5339966724409,1
1,1,1,1,65,1,1,0,1,1,0,1,1,1,107.45,7047.5,1,0,1,0,0,1,0,106.78030303030303,0.009221820245442292,1,6984.25,0
0,0,1,0,52,1,0,0,0,0,0,0,1,1,94.7407615042686,4897.960065986025,1,0,0,0,0,0,0,91.13081579161339,0.010770693357071622,1,4997.64246233331,1
1,1,1,0,71,1,0,1,1,1,1,1,1,1,109.7,7904.25,1,0,0,1,0,0,0,109.78125,0.008981373138104425,3,7788.7,0
1,0,1,1,56,1,0,0,0,0,0,1,1,0,88.9,4968.0,1,0,1,0,0,0,0,87.15789473684211,0.011269873213926343,0,4978.400000000001,0
0,0,0,0,5,1,0,0,0,0,0,0,0,1,70.24668921876224,331.8516625939288,1,0,0,0,0,0,0,55.308610432321466,0.015021755127768889,0,351.2334460938112,1
1,0,0,0,54,1,1,1,0,1,0,1,1,1,103.95,5639.05,1,0,1,0,0,0,0,102.52818181818182,0.009574383205822642,1,5613.3,1
0,0,0,0,5,0,0,1,0,0,1,0,0,1,45.541225179836005,276.22325487348127,0,0,0,0,0,0,0,43.22926622026344,0.020572407382159822,2,241.54263021304956,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,45.7,45.7,0,0,0,0,0,0,1,22.85,0.021413276231263382,0,45.7,1
0,1,0,0,2,0,0,0,0,0,0,0,0,1,24.45,47.5,0,0,0,0,0,0,1,15.833333333333334,0.041237113402061855,0,48.9,1
1,0,1,1,41,1,0,0,0,1,0,1,1,1,94.9,3848.0,1,0,0,0,0,0,0,91.61904761904762,0.010652117433099507,0,3890.9,0
1,0,0,1,12,1,0,0,0,0,0,0,0,1,44.55,480.6,0,0,0,0,0,1,0,36.96923076923077,0.024916943521594685,0,534.5999999999999,1
0,0,1,1,50,1,1,0,1,1,0,1,1,1,103.85,5017.9,1,0,0,0,0,0,0,98.39019607843136,0.009962342345932376,1,5192.5,1
1,0,1,0,67,1,1,0,1,1,1,1,1,0,86.15,5883.85,0,0,0,1,0,0,0,86.52720588235294,0.011385166996609939,2,5772.05,0
0,1,1,0,49,1,1,0,1,0,0,0,1,0,90.05,4547.25,1,0,0,0,1,0,0,90.945,0.010773374374759523,1,4412.45,1
1,0,0,0,3,0,0,0,0,0,0,0,0,0,35.496198838125906,137.26927078800733,0,0,0,0,0,0,0,28.61964638167628,0.027652181993146223,1,134.30530159391415,1
1,0,0,0,46,1,1,0,0,0,0,1,1,0,96.05,4399.5,1,0,0,0,0,0,0,93.6063829787234,0.010453357573003069,0,4418.3,1
0,0,0,0,15,1,1,0,0,0,0,0,0,0,51.55,765.5,0,0,0,0,0,1,0,47.84375,0.019569471624266144,0,773.25,1
1,0,0,0,5,1,0,0,0,0,0,1,0,1,81.0,389.6,1,0,0,0,1,0,0,64.93333333333334,0.012800819252432155,0,405.0,1
1,0,1,0,69,1,0,0,1,0,0,1,1,1,95.65,6744.2,1,0,1,0,1,0,0,96.34571428571428,0.010229496530866394,1,6599.85,0
0,0,0,0,6,1,0,0,0,0,0,0,1,0,83.71999600124285,487.264057213877,1,0,0,0,0,0,0,69.60915103055386,0.012293579105732979,0,502.31997600745706,1
1,0,0,0,42,1,0,0,1,1,1,1,1,1,103.8,4327.5,1,0,0,0,0,0,0,100.63953488372093,0.009703130414693312,2,4359.599999999999,0
0,0,0,0,32,1,1,0,1,0,0,1,1,1,106.01063080214146,3419.607386050639,1,0,0,0,0,0,0,101.89080178358597,0.009522442127600336,1,3451.9002241369085,1
0,0,0,1,6,1,0,0,0,0,0,0,0,1,20.2,98.35,0,1,0,0,0,0,1,14.049999999999999,0.06039255158530448,0,121.19999999999999,0
1,1,0,0,9,1,0,0,0,1,0,0,0,0,75.5,637.4,1,0,0,0,1,0,0,63.739999999999995,0.014097744360902257,0,679.5,0
1,0,0,0,35,1,1,0,0,0,0,0,0,0,23.3,797.1,0,1,0,1,0,0,0,22.141666666666666,0.04385415361483523,0,815.5,0
0,1,0,0,52,0,0,0,0,0,0,1,1,1,49.03411010602562,2551.4942725958454,0,0,0,0,0,1,0,48.02861033059698,0.02042462304650392,0,2555.8175182397868,1
1,0,1,1,72,1,1,1,1,1,1,1,1,1,115.5,8425.15,1,0,0,1,0,1,0,115.41301369863014,0.00854482770897741,3,8316.0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.2,20.2,0,1,0,0,0,0,1,10.1,0.04716981132075472,0,20.2,1
1,0,0,0,48,1,0,1,0,1,1,1,1,1,102.5,4904.25,1,0,0,1,1,0,0,100.08673469387755,0.009785433973803577,2,4920.0,0
0,1,0,0,3,1,0,0,0,0,0,1,0,1,79.9,260.9,1,0,0,0,0,1,0,65.225,0.01145475372279496,0,239.70000000000002,1
0,0,1,1,22,1,1,0,0,1,1,1,1,1,78.65,1663.75,0,0,1,0,0,0,1,72.33695652173913,0.013215197477098664,1,1730.3000000000002,0
0,0,0,0,21,1,0,0,0,0,0,1,1,0,91.45516730744117,1901.7622304247564,1,0,0,0,0,1,0,84.9907221385743,0.01126134108452052,0,1954.933773151863,1
1,0,1,0,59,1,1,1,1,1,0,1,1,1,109.15,6557.75,1,0,1,0,1,0,0,109.29583333333333,0.008995616542786354,2,6439.85,0
0,1,1,1,43,1,1,0,1,1,1,1,1,1,110.75,4687.9,1,0,0,0,0,0,0,106.54318181818181,0.009170594382477767,2,4762.25,1
0,1,0,0,12,1,0,0,1,1,1,0,0,1,83.8,1029.75,1,0,0,0,0,0,1,79.21153846153847,0.011642008246422508,2,1005.5999999999999,1
0,1,1,0,62,1,1,0,1,0,0,0,1,1,89.8,5629.55,1,0,0,0,0,0,0,89.35793650793651,0.011011357682642015,1,5567.599999999999,0
0,0,1,0,66,1,1,1,1,1,0,0,0,1,66.1,4428.45,0,0,0,1,1,0,0,66.09626865671642,0.014900269785187778,2,4362.599999999999,0
1,1,1,0,1,1,1,0,1,0,0,1,0,1,90.6,90.6,1,0,0,0,0,1,0,45.3,0.01091703056768559,1,90.6,1
1,0,0,0,27,1,0,1,1,0,0,0,0,0,52.85,1498.65,0,0,0,1,0,0,0,53.52321428571429,0.01800420098022872,2,1426.95,0
0,0,1,0,70,1,1,1,1,1,1,1,1,0,114.3,8244.3,1,0,0,1,1,0,0,116.11690140845069,0.008489685032685289,3,8001.0,0
0,0,1,0,4,0,0,0,0,0,0,0,0,1,30.081905830387637,97.41010703794808,0,0,0,0,0,0,0,19.7195075230444,0.041441927182390134,0,117.87770871408961,1
1,0,1,1,9,1,0,0,1,0,1,1,0,1,65.6,593.3,0,0,1,0,0,0,1,59.33,0.015143866733972743,2,590.4,0
0,0,0,0,13,0,0,0,0,0,0,0,0,1,51.869789986109325,693.6836946954737,0,0,0,0,0,1,0,46.62263087120638,0.020138112562064568,1,721.6673863360688,1
1,0,1,1,28,1,0,0,0,0,0,0,0,0,19.9,543.0,0,1,1,0,0,0,1,18.724137931034484,0.051470588235294115,0,557.1999999999999,0
0,0,0,0,27,1,0,0,0,0,0,1,0,0,91.7132136521481,2551.3730654553133,1,0,0,0,0,1,0,88.92732669703152,0.010959859912464167,1,2540.060929965274,1
0,0,1,0,66,1,1,0,0,1,0,1,1,0,105.34392599147047,6996.741056734885,1,0,1,0,0,0,0,103.922685707507,0.009478320005996662,1,6986.803063700793,1
1,0,1,1,4,1,0,0,0,0,0,1,0,1,78.9,299.75,1,0,0,0,0,0,1,59.95,0.013300083125519535,0,315.6,0
